区分,薬価基準収載医薬品コード,成分名,規格,Unnamed: 4,Unnamed: 5,Unnamed: 6,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,4291009F1225,ビカルタミド,８０ｍｇ１錠,局,,,ビカルタミド錠８０ｍｇ「ケミファ」,大興製薬,★,,,211.2,,
内用薬,4291009F1276,ビカルタミド,８０ｍｇ１錠,局,,,ビカルタミド錠８０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,110.9,,
内用薬,4291009F1284,ビカルタミド,８０ｍｇ１錠,局,,,ビカルタミド錠８０ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,110.9,,
内用薬,4291009F1292,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミド錠８０ｍｇ「ＮＩＧ」,日医工岐阜工場,後発品,,,110.9,,
内用薬,4291009F2027,ビカルタミド,８０ｍｇ１錠,,,,カソデックスＯＤ錠８０ｍｇ,アストラゼネカ,,先発品,○,150.3,,
内用薬,4291009F2043,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「ＮＫ」,日本化薬,後発品,,,110.9,,
内用薬,4291009F2060,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「ケミファ」,富士化学工業,後発品,,,110.9,,
内用薬,4291009F2078,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「サワイ」,沢井製薬,後発品,,,110.9,,
内用薬,4291009F2086,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「日医工」,日医工,後発品,,,110.9,,
内用薬,4291009F2094,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「ニプロ」,ニプロ,後発品,,,110.9,,
内用薬,4291009F2116,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「トーワ」,東和薬品,後発品,,,110.9,,
内用薬,4291009F2124,ビカルタミド,８０ｍｇ１錠,,,,ビカルタミドＯＤ錠８０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,110.9,,
内用薬,4291010F1015,アナストロゾール,１ｍｇ１錠,,,,アナストロゾール１ｍｇ錠,,後発品,,,25.6,,
内用薬,4291010F1031,アナストロゾール,１ｍｇ１錠,局,,,アリミデックス錠１ｍｇ,アストラゼネカ,,先発品,○,141.7,,
内用薬,4291010F1058,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「Ｆ」,富士製薬工業,後発品,,,58.5,,
内用薬,4291010F1074,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「ＪＧ」,日本ジェネリック,★,,,154.4,,
内用薬,4291010F1090,アナストロゾール,１ｍｇ１錠,,,,アナストロゾール錠１ｍｇ「ＮＫ」,日本化薬,後発品,,,58.5,,
内用薬,4291010F1104,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「ＮＰ」,ニプロ,後発品,,,58.5,R8.3.31まで,
内用薬,4291010F1120,アナストロゾール,１ｍｇ１錠,,,,アナストロゾール錠１ｍｇ「ケミファ」,ダイト,後発品,,,58.5,,
内用薬,4291010F1147,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「サワイ」,沢井製薬,後発品,,,58.5,,
内用薬,4291010F1171,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「トーワ」,東和薬品,後発品,,,58.5,,
内用薬,4291010F1228,アナストロゾール,１ｍｇ１錠,局,,,アナストロゾール錠１ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,58.5,,
内用薬,4291011F1010,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブメシル酸塩１００ｍｇ錠,,後発品,,,167.2,,
内用薬,4291011F1028,イマチニブメシル酸塩,１００ｍｇ１錠,,,,グリベック錠１００ｍｇ,ノバルティス　ファーマ,,先発品,○,1413.7,,
内用薬,4291011F1052,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ＮＫ」,日本化薬,後発品,,,245.2,,
内用薬,4291011F1060,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ヤクルト」,高田製薬,後発品,,,245.2,R8.3.31まで,
内用薬,4291011F1079,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,245.2,,
内用薬,4291011F1095,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ニプロ」,ニプロ,後発品,,,245.2,,
内用薬,4291011F1109,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,245.2,R8.3.31まで,
内用薬,4291011F1125,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ケミファ」,日本ケミファ,後発品,,,537.4,,
内用薬,4291011F1133,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,245.2,,
内用薬,4291011F1141,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,507.7,,
内用薬,4291011F1168,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「トーワ」,東和薬品,後発品,,,507.7,,
内用薬,4291011F1206,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,507.7,,
内用薬,4291011F1214,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「ＮＩＧ」,日医工岐阜工場,後発品,,,245.2,,
内用薬,4291011F1222,イマチニブメシル酸塩,１００ｍｇ１錠,,,,イマチニブ錠１００ｍｇ「タカタ」,高田製薬,後発品,,,245.2,,R7.6.13収載
内用薬,4291011F2024,イマチニブメシル酸塩,２００ｍｇ１錠,,,,イマチニブ錠２００ｍｇ「ニプロ」,ニプロ,後発品,,,799.4,,
内用薬,4291011F2032,イマチニブメシル酸塩,２００ｍｇ１錠,,,,イマチニブ錠２００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,1043.1,R8.3.31まで,
内用薬,4291011F2040,イマチニブメシル酸塩,２００ｍｇ１錠,,,,イマチニブ錠２００ｍｇ「ヤクルト」,高田製薬,後発品,,,1744.8,R8.3.31まで,
内用薬,4291011F2059,イマチニブメシル酸塩,２００ｍｇ１錠,,,,イマチニブ錠２００ｍｇ「トーワ」,東和薬品,後発品,,,984.1,,
内用薬,4291011F2075,イマチニブメシル酸塩,２００ｍｇ１錠,,,,イマチニブ錠２００ｍｇ「サワイ」,沢井製薬,後発品,,,984.1,,
内用薬,4291012F1014,エキセメスタン,２５ｍｇ１錠,,,,エキセメスタン２５ｍｇ錠,,後発品,,,115.1,,
内用薬,4291012F1022,エキセメスタン,２５ｍｇ１錠,,,,アロマシン錠２５ｍｇ,ファイザー,,先発品,○,149.9,,
内用薬,4291013F1027,ゲフィチニブ,２５０ｍｇ１錠,,,,イレッサ錠２５０,アストラゼネカ,,先発品,○,2243.0,,
内用薬,4291013F1035,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,1188.2,,
内用薬,4291013F1043,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,1994.2,,
内用薬,4291013F1051,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「ＮＫ」,日本化薬,後発品,,,1311.6,R8.3.31まで,
内用薬,4291013F1060,ゲフィチニブ,２５０ｍｇ１錠,局,,,ゲフィチニブ錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,1188.2,,
内用薬,4291013F1078,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「サンド」,ダイト,後発品,,,1188.2,,
内用薬,4291013F1086,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「日医工」,日医工,後発品,,,1188.2,,
内用薬,4291013F1094,ゲフィチニブ,２５０ｍｇ１錠,,,,ゲフィチニブ錠２５０ｍｇ「ヤクルト」,高田製薬,後発品,,,1188.2,R8.3.31まで,
内用薬,4291014F1021,タミバロテン,２ｍｇ１錠,,,,アムノレイク錠２ｍｇ,東光薬品工業,,先発品,,2604.9,,
内用薬,4291015F1018,レトロゾール,２．５ｍｇ１錠,,,,レトロゾール２．５ｍｇ錠,,後発品,,,52.4,,
内用薬,4291015F1026,レトロゾール,２．５ｍｇ１錠,,,,フェマーラ錠２．５ｍｇ,ノバルティス　ファーマ,,先発品,○,172.7,,
内用薬,4291015F1077,レトロゾール,２．５ｍｇ１錠,,,,レトロゾール錠２．５ｍｇ「ＪＧ」,日本ジェネリック,★,,,185.6,,
内用薬,4291015F1115,レトロゾール,２．５ｍｇ１錠,,,,レトロゾール錠２．５ｍｇ「ケミファ」,ダイト,後発品,,,77.5,,
内用薬,4291015F1140,レトロゾール,２．５ｍｇ１錠,,,,レトロゾール錠２．５ｍｇ「トーワ」,東和薬品,後発品,,,77.5,,
内用薬,4291015F1182,レトロゾール,２．５ｍｇ１錠,,,,レトロゾール錠２．５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,77.5,R8.3.31まで,
内用薬,4291016F1020,エルロチニブ塩酸塩,２５ｍｇ１錠,,,,タルセバ錠２５ｍｇ,チェプラファーム,,先発品,○,799.2,,
内用薬,4291016F1039,エルロチニブ塩酸塩,２５ｍｇ１錠,,,,エルロチニブ錠２５ｍｇ「ＮＫ」,日本化薬,後発品,,,471.7,,
内用薬,4291016F2027,エルロチニブ塩酸塩,１００ｍｇ１錠,,,,タルセバ錠１００ｍｇ,チェプラファーム,,先発品,○,3082.5,,
内用薬,4291016F2035,エルロチニブ塩酸塩,１００ｍｇ１錠,,,,エルロチニブ錠１００ｍｇ「ＮＫ」,日本化薬,後発品,,,1580.4,,
内用薬,4291016F3023,エルロチニブ塩酸塩,１５０ｍｇ１錠,,,,タルセバ錠１５０ｍｇ,チェプラファーム,,先発品,○,4506.3,,
内用薬,4291016F3031,エルロチニブ塩酸塩,１５０ｍｇ１錠,,,,エルロチニブ錠１５０ｍｇ「ＮＫ」,日本化薬,後発品,,,2492.3,,
内用薬,4291017F1025,ソラフェニブトシル酸塩,２００ｍｇ１錠,,,,ネクサバール錠２００ｍｇ,バイエル薬品,,先発品,,3036.4,,
内用薬,4291018F1020,スニチニブリンゴ酸塩,１２．５ｍｇ１錠,,,,スニチニブ錠１２．５ｍｇ「ＮＫ」,日本化薬,後発品,,,2129.6,,
内用薬,4291018M1029,スニチニブリンゴ酸塩,１２．５ｍｇ１カプセル,,,,スーテントカプセル１２．５ｍｇ,ファイザー,,先発品,○,3841.3,,
内用薬,4291019M1023,サリドマイド,１００ｍｇ１カプセル,,,,サレドカプセル１００,藤本製薬,,先発品,,6883.3,,
内用薬,4291019M2020,サリドマイド,５０ｍｇ１カプセル,,,,サレドカプセル５０,藤本製薬,,先発品,,5775.3,,
内用薬,4291019M3026,サリドマイド,２５ｍｇ１カプセル,,,,サレドカプセル２５,藤本製薬,,先発品,,4845.7,,
内用薬,4291020F1027,ダサチニブ水和物,２０ｍｇ１錠,,,,スプリセル錠２０ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,○,2527.6,,
内用薬,4291020F1035,ダサチニブ,２０ｍｇ１錠,,,,ダサチニブ錠２０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,1322.5,,
内用薬,4291020F1043,ダサチニブ,２０ｍｇ１錠,,,,ダサチニブ錠２０ｍｇ「ＮＫ」,日本化薬,後発品,,,1012.2,,
内用薬,4291020F1051,ダサチニブ,２０ｍｇ１錠,,,,ダサチニブ錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,1012.2,,
内用薬,4291020F1060,ダサチニブ,２０ｍｇ１錠,,,,ダサチニブ錠２０ｍｇ「トーワ」,東和薬品,後発品,,,1012.2,,
内用薬,4291020F1078,ダサチニブ水和物,２０ｍｇ１錠,,,,ダサチニブ錠２０ｍｇ「ＢＭＳＨ」,ブリストル・マイヤーズスクイブ販売,後発品,,,1012.2,,
内用薬,4291020F2023,ダサチニブ水和物,５０ｍｇ１錠,,,,スプリセル錠５０ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,○,5493.8,,
内用薬,4291020F2031,ダサチニブ,５０ｍｇ１錠,,,,ダサチニブ錠５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,2714.3,,
内用薬,4291020F2040,ダサチニブ,５０ｍｇ１錠,,,,ダサチニブ錠５０ｍｇ「ＮＫ」,日本化薬,後発品,,,2472.5,,
内用薬,4291020F2058,ダサチニブ,５０ｍｇ１錠,,,,ダサチニブ錠５０ｍｇ「サワイ」,沢井製薬,後発品,,,2472.5,,
内用薬,4291020F2066,ダサチニブ,５０ｍｇ１錠,,,,ダサチニブ錠５０ｍｇ「トーワ」,東和薬品,後発品,,,2472.5,,
内用薬,4291020F2074,ダサチニブ水和物,５０ｍｇ１錠,,,,ダサチニブ錠５０ｍｇ「ＢＭＳＨ」,ブリストル・マイヤーズスクイブ販売,後発品,,,2472.5,,
内用薬,4291021M1020,ニロチニブ塩酸塩水和物,２００ｍｇ１カプセル,,,,タシグナカプセル２００ｍｇ,ノバルティス　ファーマ,,先発品,○,3056.3,,
内用薬,4291021M1039,ニロチニブ塩酸塩二水和物,２００ｍｇ１カプセル,,,,ニロチニブカプセル２００ｍｇ「サワイ」,沢井製薬,後発品,,,1504.7,,R7.12.5収載
内用薬,4291021M2027,ニロチニブ塩酸塩水和物,１５０ｍｇ１カプセル,,,,タシグナカプセル１５０ｍｇ,ノバルティス　ファーマ,,先発品,○,2257.0,,
内用薬,4291021M2035,ニロチニブ塩酸塩二水和物,１５０ｍｇ１カプセル,,,,ニロチニブカプセル１５０ｍｇ「サワイ」,沢井製薬,後発品,,,1128.5,,R7.12.5収載
内用薬,4291021M3023,ニロチニブ塩酸塩水和物,５０ｍｇ１カプセル,,,,タシグナカプセル５０ｍｇ,ノバルティス　ファーマ,,先発品,,899.2,,
内用薬,4291022F1026,ラパチニブトシル酸塩水和物,２５０ｍｇ１錠,,,,タイケルブ錠２５０ｍｇ,ノバルティス　ファーマ,,先発品,,908.2,,
内用薬,4291023F1020,エベロリムス,５ｍｇ１錠,,,,アフィニトール錠５ｍｇ,ノバルティス　ファーマ,,先発品,,9089.1,,
内用薬,4291023F2027,エベロリムス,２．５ｍｇ１錠,,,,アフィニトール錠２．５ｍｇ,ノバルティス　ファーマ,,先発品,,4837.9,,
内用薬,4291023X1026,エベロリムス,２ｍｇ１錠,,,,アフィニトール分散錠２ｍｇ,ノバルティス　ファーマ,,先発品,,4327.9,,
内用薬,4291023X2022,エベロリムス,３ｍｇ１錠,,,,アフィニトール分散錠３ｍｇ,ノバルティス　ファーマ,,先発品,,6114.5,,
内用薬,4291024M1024,レナリドミド水和物,５ｍｇ１カプセル,,,,レブラミドカプセル５ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,○,8070.8,,
内用薬,4291024M1032,レナリドミド水和物,５ｍｇ１カプセル,,,,レナリドミドカプセル５ｍｇ「ＢＭＳＨ」,ブリストル・マイヤーズスクイブ販売,後発品,,,3873.8,,
内用薬,4291024M1040,レナリドミド,５ｍｇ１カプセル,,,,レナリドミドカプセル５ｍｇ「Ｆ」,富士製薬工業,後発品,,,3648.2,,
内用薬,4291024M1059,レナリドミド,５ｍｇ１カプセル,,,,レナリドミドカプセル５ｍｇ「サワイ」,沢井製薬,後発品,,,3648.2,,
内用薬,4291024M1067,レナリドミド,５ｍｇ１カプセル,,,,レナリドミドカプセル５ｍｇ「トーワ」,東和薬品,後発品,,,3873.8,,
内用薬,4291024M1075,レナリドミド,５ｍｇ１カプセル,,,,レナリドミドカプセル５ｍｇ「ＦＮＫ」,藤本製薬,後発品,,,3648.2,,R7.6.13収載
内用薬,4291024M2020,レナリドミド水和物,２．５ｍｇ１カプセル,,,,レブラミドカプセル２．５ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,○,6762.4,,
内用薬,4291024M2039,レナリドミド水和物,２．５ｍｇ１カプセル,,,,レナリドミドカプセル２．５ｍｇ「ＢＭＳＨ」,ブリストル・マイヤーズスクイブ販売,後発品,,,3250.3,,
内用薬,4291024M2047,レナリドミド,２．５ｍｇ１カプセル,,,,レナリドミドカプセル２．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,2996.7,,
内用薬,4291024M2055,レナリドミド,２．５ｍｇ１カプセル,,,,レナリドミドカプセル２．５ｍｇ「サワイ」,沢井製薬,後発品,,,3250.3,,
内用薬,4291024M2063,レナリドミド,２．５ｍｇ１カプセル,,,,レナリドミドカプセル２．５ｍｇ「トーワ」,東和薬品,後発品,,,3250.3,,
内用薬,4291024M2071,レナリドミド,２．５ｍｇ１カプセル,,,,レナリドミドカプセル２．５ｍｇ「ＦＮＫ」,藤本製薬,後発品,,,2996.7,,R7.6.13収載
内用薬,4291025M1029,ボリノスタット,１００ｍｇ１カプセル,,,,ゾリンザカプセル１００ｍｇ,ＭＳＤ,,先発品,,5723.0,,
内用薬,4291026M1023,クリゾチニブ,２００ｍｇ１カプセル,,,,ザーコリカプセル２００ｍｇ,ファイザー,,先発品,,8752.0,,
内用薬,4291026M2020,クリゾチニブ,２５０ｍｇ１カプセル,,,,ザーコリカプセル２５０ｍｇ,ファイザー,,先発品,,11054.0,,
内用薬,4291027F1029,アキシチニブ,１ｍｇ１錠,,,,インライタ錠１ｍｇ,ファイザー,,先発品,,1491.4,,
内用薬,4291027F2025,アキシチニブ,５ｍｇ１錠,,,,インライタ錠５ｍｇ,ファイザー,,先発品,,6766.9,,
内用薬,4291028F1023,パゾパニブ塩酸塩,２００ｍｇ１錠,,,,ヴォトリエント錠２００ｍｇ,ノバルティス　ファーマ,,先発品,,3783.7,,
内用薬,4291029F1028,レゴラフェニブ水和物,４０ｍｇ１錠,,,,スチバーガ錠４０ｍｇ,バイエル薬品,,先発品,,5682.6,,
内用薬,4291030F1020,アファチニブマレイン酸塩,２０ｍｇ１錠,,,,ジオトリフ錠２０ｍｇ,日本ベーリンガーインゲルハイム,,先発品,,4346.7,,
内用薬,4291030F2027,アファチニブマレイン酸塩,３０ｍｇ１錠,,,,ジオトリフ錠３０ｍｇ,日本ベーリンガーインゲルハイム,,先発品,,6352.3,,
内用薬,4291030F3023,アファチニブマレイン酸塩,４０ｍｇ１錠,,,,ジオトリフ錠４０ｍｇ,日本ベーリンガーインゲルハイム,,先発品,,8367.6,,
内用薬,4291031F1025,エンザルタミド,４０ｍｇ１錠,,,,イクスタンジ錠４０ｍｇ,アステラス製薬,,先発品,,2116.0,,
内用薬,4291031F2021,エンザルタミド,８０ｍｇ１錠,,,,イクスタンジ錠８０ｍｇ,アステラス製薬,,先発品,,4101.8,,
内用薬,4291032M3021,アレクチニブ塩酸塩,１５０ｍｇ１カプセル,,,,アレセンサカプセル１５０ｍｇ,中外製薬,,先発品,,6905.5,,
内用薬,4291033F1024,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,ザイティガ錠２５０ｍｇ,ヤンセンファーマ,,先発品,○,3759.3,,
内用薬,4291033F1032,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F1040,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F1059,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「ＮＫ」,日本化薬,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F1067,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F1075,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「サンド」,サンド,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F1083,アビラテロン酢酸エステル,２５０ｍｇ１錠,,,,アビラテロン酢酸エステル錠２５０ｍｇ「ニプロ」,ニプロ,後発品,,,1632.3,,R7.12.5収載
内用薬,4291033F2020,アビラテロン酢酸エステル,５００ｍｇ１錠,,,,ザイティガ錠５００ｍｇ,ヤンセンファーマ,,先発品,,7287.3,,
内用薬,4291034F1029,ルキソリチニブリン酸塩,５ｍｇ１錠,,,,ジャカビ錠５ｍｇ,ノバルティス　ファーマ,,先発品,,4176.1,,
内用薬,4291034F2025,ルキソリチニブリン酸塩,１０ｍｇ１錠,,,,ジャカビ錠１０ｍｇ,ノバルティス　ファーマ,,先発品,,8390.2,,
内用薬,4291034S1027,ルキソリチニブリン酸塩,０．５％１ｍＬ,,,,ジャカビ内用液小児用０．５％,ノバルティス　ファーマ,,先発品,,12209.0,,
内用薬,4291035D1022,シロリムス,０．２％１ｇ,,,,ラパリムス顆粒０．２％,ノーベルファーマ,,先発品,,3010.2,,
内用薬,4291035F1023,シロリムス,１ｍｇ１錠,,,,ラパリムス錠１ｍｇ,ノーベルファーマ,,先発品,,1308.8,,
内用薬,4291036F1028,ボスチニブ水和物,１００ｍｇ１錠,,,,ボシュリフ錠１００ｍｇ,ファイザー,,先発品,,3861.2,,
内用薬,4291037F1022,ベムラフェニブ,２４０ｍｇ１錠,,,,ゼルボラフ錠２４０ｍｇ,中外製薬,,先発品,,5026.9,,
内用薬,4291038M1026,ポマリドミド,１ｍｇ１カプセル,,,,ポマリストカプセル１ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,36902.0,,
内用薬,4291038M2022,ポマリドミド,２ｍｇ１カプセル,,,,ポマリストカプセル２ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,43981.4,,
内用薬,4291038M3029,ポマリドミド,３ｍｇ１カプセル,,,,ポマリストカプセル３ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,48736.5,,
内用薬,4291038M4025,ポマリドミド,４ｍｇ１カプセル,,,,ポマリストカプセル４ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,52418.9,,
内用薬,4291039M1020,レンバチニブメシル酸塩,４ｍｇ１カプセル,,,,レンビマカプセル４ｍｇ,エーザイ,,先発品,,3421.7,,
内用薬,4291039M2027,レンバチニブメシル酸塩,１０ｍｇ１カプセル,,,,レンビマカプセル１０ｍｇ,エーザイ,,先発品,,8090.0,,
内用薬,4291041F1029,バンデタニブ,１００ｍｇ１錠,,,,カプレルサ錠１００ｍｇ,サノフィ,,先発品,,7902.2,,
内用薬,4291042M1022,ベキサロテン,７５ｍｇ１カプセル,,,,タルグレチンカプセル７５ｍｇ,ミノファーゲン製薬,,先発品,,2846.7,,
内用薬,4291043M1027,イブルチニブ,１４０ｍｇ１カプセル,,,,イムブルビカカプセル１４０ｍｇ,ヤンセンファーマ,,先発品,,8848.1,,
内用薬,4291044F1022,セリチニブ,１５０ｍｇ１錠,,,,ジカディア錠１５０ｍｇ,ノバルティス　ファーマ,,先発品,,6413.6,,
内用薬,4291045F1027,オシメルチニブメシル酸塩,４０ｍｇ１錠,,,,タグリッソ錠４０ｍｇ,アストラゼネカ,,先発品,,9670.0,,
内用薬,4291045F2023,オシメルチニブメシル酸塩,８０ｍｇ１錠,,,,タグリッソ錠８０ｍｇ,アストラゼネカ,,先発品,,18540.2,,
内用薬,4291046M1020,ダブラフェニブメシル酸塩,５０ｍｇ１カプセル,,,,タフィンラーカプセル５０ｍｇ,ノバルティス　ファーマ,,先発品,,5367.7,,
内用薬,4291046M2027,ダブラフェニブメシル酸塩,７５ｍｇ１カプセル,,,,タフィンラーカプセル７５ｍｇ,ノバルティス　ファーマ,,先発品,,7903.2,,
内用薬,4291046X1027,ダブラフェニブメシル酸塩,１０ｍｇ１錠,,,,タフィンラー小児用分散錠１０ｍｇ,ノバルティス　ファーマ,,先発品,,1225.9,,
内用薬,4291047F1026,トラメチニブ　ジメチルスルホキシド付加物,０．５ｍｇ１錠,,,,メキニスト錠０．５ｍｇ,ノバルティス　ファーマ,,先発品,,8517.6,,
内用薬,4291047F2022,トラメチニブ　ジメチルスルホキシド付加物,２ｍｇ１錠,,,,メキニスト錠２ｍｇ,ノバルティス　ファーマ,,先発品,,31970.7,,
内用薬,4291047R1022,トラメチニブ　ジメチルスルホキシド付加物,４．７ｍｇ１瓶,,,,メキニスト小児用ドライシロップ４．７ｍｇ,ノバルティス　ファーマ,,先発品,,99852.0,,
内用薬,4291048F1020,ポナチニブ塩酸塩,１５ｍｇ１錠,,,,アイクルシグ錠１５ｍｇ,大塚製薬,,先発品,,6428.4,,
内用薬,4291049M1024,イキサゾミブクエン酸エステル,２．３ｍｇ１カプセル,,,,ニンラーロカプセル２．３ｍｇ,武田薬品工業,,先発品,,98306.4,,
内用薬,4291049M2020,イキサゾミブクエン酸エステル,３ｍｇ１カプセル,,,,ニンラーロカプセル３ｍｇ,武田薬品工業,,先発品,,125640.0,,
内用薬,4291049M3027,イキサゾミブクエン酸エステル,４ｍｇ１カプセル,,,,ニンラーロカプセル４ｍｇ,武田薬品工業,,先発品,,163865.4,,
内用薬,4291049M4023,イキサゾミブクエン酸エステル,０．５ｍｇ１カプセル,,,,ニンラーロカプセル０．５ｍｇ,武田薬品工業,,先発品,,24023.7,,
内用薬,4291050M1027,フォロデシン塩酸塩,１００ｍｇ１カプセル,,,,ムンデシンカプセル１００ｍｇ,ムンディファーマ,,先発品,,2666.1,,
内用薬,4291051F1022,パルボシクリブ,２５ｍｇ１錠,,,,イブランス錠２５ｍｇ,ファイザー,,先発品,,5076.8,,
内用薬,4291051F2029,パルボシクリブ,１２５ｍｇ１錠,,,,イブランス錠１２５ｍｇ,ファイザー,,先発品,,20538.9,,
内用薬,4291052F1027,オラパリブ,１００ｍｇ１錠,,,,リムパーザ錠１００ｍｇ,アストラゼネカ,,先発品,,3225.1,,
内用薬,4291052F2023,オラパリブ,１５０ｍｇ１錠,,,,リムパーザ錠１５０ｍｇ,アストラゼネカ,,先発品,,4788.0,,
内用薬,4291053F1021,ギルテリチニブフマル酸塩,４０ｍｇ１錠,,,,ゾスパタ錠４０ｍｇ,アステラス製薬,,先発品,,19752.3,,
内用薬,4291054F1026,アベマシクリブ,５０ｍｇ１錠,,,,ベージニオ錠５０ｍｇ,日本イーライリリー,,先発品,,3049.7,,
内用薬,4291054F2022,アベマシクリブ,１００ｍｇ１錠,,,,ベージニオ錠１００ｍｇ,日本イーライリリー,,先発品,,5567.7,,
内用薬,4291054F3029,アベマシクリブ,１５０ｍｇ１錠,,,,ベージニオ錠１５０ｍｇ,日本イーライリリー,,先発品,,7917.5,,
内用薬,4291055F1020,ロルラチニブ,２５ｍｇ１錠,,,,ローブレナ錠２５ｍｇ,ファイザー,,先発品,,7350.0,,
内用薬,4291055F2027,ロルラチニブ,１００ｍｇ１錠,,,,ローブレナ錠１００ｍｇ,ファイザー,,先発品,,26441.8,,
